FIPStxt,State,Area_Name,Attribute,Value
18173,IN,Warrick County,DEATHS_2023,673
18173,IN,Warrick County,NATURAL_CHG_2020,-35
18173,IN,Warrick County,NATURAL_CHG_2021,-114
18173,IN,Warrick County,NATURAL_CHG_2022,-142
18173,IN,Warrick County,NATURAL_CHG_2023,-89
18173,IN,Warrick County,INTERNATIONAL_MIG_2020,0
18173,IN,Warrick County,INTERNATIONAL_MIG_2021,22
18173,IN,Warrick County,INTERNATIONAL_MIG_2022,69
18173,IN,Warrick County,INTERNATIONAL_MIG_2023,73
18173,IN,Warrick County,DOMESTIC_MIG_2020,127
18173,IN,Warrick County,DOMESTIC_MIG_2021,738
18173,IN,Warrick County,DOMESTIC_MIG_2022,667
18173,IN,Warrick County,DOMESTIC_MIG_2023,659
18173,IN,Warrick County,NET_MIG_2020,127
18173,IN,Warrick County,NET_MIG_2021,760
18173,IN,Warrick County,NET_MIG_2022,736
18173,IN,Warrick County,NET_MIG_2023,732
18173,IN,Warrick County,RESIDUAL_2020,12
18173,IN,Warrick County,RESIDUAL_2021,15
18173,IN,Warrick County,RESIDUAL_2022,-20
18173,IN,Warrick County,RESIDUAL_2023,-7
18173,IN,Warrick County,GQ_ESTIMATES_BASE_2020,936
18173,IN,Warrick County,GQ_ESTIMATES_2020,936
18173,IN,Warrick County,GQ_ESTIMATES_2021,937
18173,IN,Warrick County,GQ_ESTIMATES_2022,937
18173,IN,Warrick County,GQ_ESTIMATES_2023,937
18173,IN,Warrick County,R_BIRTH_2021,9.9
18173,IN,Warrick County,R_BIRTH_2022,9.1
18173,IN,Warrick County,R_BIRTH_2023,8.9
18173,IN,Warrick County,R_DEATH_2021,11.7
18173,IN,Warrick County,R_DEATH_2022,11.3
18173,IN,Warrick County,R_DEATH_2023,10.3
18173,IN,Warrick County,R_NATURAL_CHG_2021,-1.8
18173,IN,Warrick County,R_NATURAL_CHG_2022,-2.2
18173,IN,Warrick County,R_NATURAL_CHG_2023,-1.4
18173,IN,Warrick County,R_INTERNATIONAL_MIG_2021,0.3
18173,IN,Warrick County,R_INTERNATIONAL_MIG_2022,1.1
18173,IN,Warrick County,R_INTERNATIONAL_MIG_2023,1.1
18173,IN,Warrick County,R_DOMESTIC_MIG_2021,11.5
18173,IN,Warrick County,R_DOMESTIC_MIG_2022,10.3
18173,IN,Warrick County,R_DOMESTIC_MIG_2023,10.1
18173,IN,Warrick County,R_NET_MIG_2021,11.8
18173,IN,Warrick County,R_NET_MIG_2022,11.3
18173,IN,Warrick County,R_NET_MIG_2023,11.2
18175,IN,Washington County,Rural_Urban_Continuum_Code_2013,1
18175,IN,Washington County,Rural_Urban_Continuum_Code_2023,1
18175,IN,Washington County,Urban_Influence_2013,1
18175,IN,Washington County,Economic_typology_2015,3
18175,IN,Washington County,CENSUS_2020_POP,28182
18175,IN,Washington County,ESTIMATES_BASE_2020,28168
18175,IN,Washington County,POP_ESTIMATE_2020,28238
18175,IN,Washington County,POP_ESTIMATE_2021,28138
18175,IN,Washington County,POP_ESTIMATE_2022,28171
18175,IN,Washington County,POP_ESTIMATE_2023,28205
18175,IN,Washington County,N_POP_CHG_2020,70
18175,IN,Washington County,N_POP_CHG_2021,-100
18175,IN,Washington County,N_POP_CHG_2022,33
18175,IN,Washington County,N_POP_CHG_2023,34
18175,IN,Washington County,BIRTHS_2020,82
18175,IN,Washington County,BIRTHS_2021,325
18175,IN,Washington County,BIRTHS_2022,320
18175,IN,Washington County,BIRTHS_2023,303
18175,IN,Washington County,DEATHS_2020,66
18175,IN,Washington County,DEATHS_2021,374
18175,IN,Washington County,DEATHS_2022,405
18175,IN,Washington County,DEATHS_2023,381
18175,IN,Washington County,NATURAL_CHG_2020,16
18175,IN,Washington County,NATURAL_CHG_2021,-49
18175,IN,Washington County,NATURAL_CHG_2022,-85
18175,IN,Washington County,NATURAL_CHG_2023,-78
18175,IN,Washington County,INTERNATIONAL_MIG_2020,0
18175,IN,Washington County,INTERNATIONAL_MIG_2021,5
18175,IN,Washington County,INTERNATIONAL_MIG_2022,13
18175,IN,Washington County,INTERNATIONAL_MIG_2023,12
18175,IN,Washington County,DOMESTIC_MIG_2020,50
18175,IN,Washington County,DOMESTIC_MIG_2021,-69
18175,IN,Washington County,DOMESTIC_MIG_2022,122
18175,IN,Washington County,DOMESTIC_MIG_2023,100
18175,IN,Washington County,NET_MIG_2020,50
18175,IN,Washington County,NET_MIG_2021,-64
18175,IN,Washington County,NET_MIG_2022,135
18175,IN,Washington County,NET_MIG_2023,112
18175,IN,Washington County,RESIDUAL_2020,4
18175,IN,Washington County,RESIDUAL_2021,13
18175,IN,Washington County,RESIDUAL_2022,-17
18175,IN,Washington County,RESIDUAL_2023,0
18175,IN,Washington County,GQ_ESTIMATES_BASE_2020,337
18175,IN,Washington County,GQ_ESTIMATES_2020,337
18175,IN,Washington County,GQ_ESTIMATES_2021,337
18175,IN,Washington County,GQ_ESTIMATES_2022,337
18175,IN,Washington County,GQ_ESTIMATES_2023,337
18175,IN,Washington County,R_BIRTH_2021,11.5
18175,IN,Washington County,R_BIRTH_2022,11.4
18175,IN,Washington County,R_BIRTH_2023,10.7
18175,IN,Washington County,R_DEATH_2021,13.3
18175,IN,Washington County,R_DEATH_2022,14.4
18175,IN,Washington County,R_DEATH_2023,13.5
18175,IN,Washington County,R_NATURAL_CHG_2021,-1.7
18175,IN,Washington County,R_NATURAL_CHG_2022,-3
18175,IN,Washington County,R_NATURAL_CHG_2023,-2.8
18175,IN,Washington County,R_INTERNATIONAL_MIG_2021,0.2
18175,IN,Washington County,R_INTERNATIONAL_MIG_2022,0.5
18175,IN,Washington County,R_INTERNATIONAL_MIG_2023,0.4
18175,IN,Washington County,R_DOMESTIC_MIG_2021,-2.4
18175,IN,Washington County,R_DOMESTIC_MIG_2022,4.3
18175,IN,Washington County,R_DOMESTIC_MIG_2023,3.5
18175,IN,Washington County,R_NET_MIG_2021,-2.3
18175,IN,Washington County,R_NET_MIG_2022,4.8
18175,IN,Washington County,R_NET_MIG_2023,4
18177,IN,Wayne County,Rural_Urban_Continuum_Code_2013,5
18177,IN,Wayne County,Rural_Urban_Continuum_Code_2023,5
18177,IN,Wayne County,Urban_Influence_2013,8
18177,IN,Wayne County,Economic_typology_2015,0
18177,IN,Wayne County,CENSUS_2020_POP,66553
18177,IN,Wayne County,ESTIMATES_BASE_2020,66541
18177,IN,Wayne County,POP_ESTIMATE_2020,66507
18177,IN,Wayne County,POP_ESTIMATE_2021,66435
18177,IN,Wayne County,POP_ESTIMATE_2022,66216
18177,IN,Wayne County,POP_ESTIMATE_2023,66127
18177,IN,Wayne County,N_POP_CHG_2020,-34
18177,IN,Wayne County,N_POP_CHG_2021,-72
18177,IN,Wayne County,N_POP_CHG_2022,-219
18177,IN,Wayne County,N_POP_CHG_2023,-89
18177,IN,Wayne County,BIRTHS_2020,206
18177,IN,Wayne County,BIRTHS_2021,745
18177,IN,Wayne County,BIRTHS_2022,771
18177,IN,Wayne County,BIRTHS_2023,748
18177,IN,Wayne County,DEATHS_2020,247
18177,IN,Wayne County,DEATHS_2021,1100
18177,IN,Wayne County,DEATHS_2022,1040
18177,IN,Wayne County,DEATHS_2023,943
18177,IN,Wayne County,NATURAL_CHG_2020,-41
18177,IN,Wayne County,NATURAL_CHG_2021,-355
18177,IN,Wayne County,NATURAL_CHG_2022,-269
18177,IN,Wayne County,NATURAL_CHG_2023,-195
18177,IN,Wayne County,INTERNATIONAL_MIG_2020,0
18177,IN,Wayne County,INTERNATIONAL_MIG_2021,47
18177,IN,Wayne County,INTERNATIONAL_MIG_2022,72
18177,IN,Wayne County,INTERNATIONAL_MIG_2023,83
18177,IN,Wayne County,DOMESTIC_MIG_2020,-10
18177,IN,Wayne County,DOMESTIC_MIG_2021,193
18177,IN,Wayne County,DOMESTIC_MIG_2022,15
18177,IN,Wayne County,DOMESTIC_MIG_2023,23
18177,IN,Wayne County,NET_MIG_2020,-10
18177,IN,Wayne County,NET_MIG_2021,240
18177,IN,Wayne County,NET_MIG_2022,87
18177,IN,Wayne County,NET_MIG_2023,106
18177,IN,Wayne County,RESIDUAL_2020,17
18177,IN,Wayne County,RESIDUAL_2021,43
18177,IN,Wayne County,RESIDUAL_2022,-37
18177,IN,Wayne County,RESIDUAL_2023,0
18177,IN,Wayne County,GQ_ESTIMATES_BASE_2020,2151
18177,IN,Wayne County,GQ_ESTIMATES_2020,2151
18177,IN,Wayne County,GQ_ESTIMATES_2021,2145
18177,IN,Wayne County,GQ_ESTIMATES_2022,2152
18177,IN,Wayne County,GQ_ESTIMATES_2023,2152
18177,IN,Wayne County,R_BIRTH_2021,11.2
18177,IN,Wayne County,R_BIRTH_2022,11.6
18177,IN,Wayne County,R_BIRTH_2023,11.3
18177,IN,Wayne County,R_DEATH_2021,16.5
18177,IN,Wayne County,R_DEATH_2022,15.7
18177,IN,Wayne County,R_DEATH_2023,14.3
18177,IN,Wayne County,R_NATURAL_CHG_2021,-5.3
18177,IN,Wayne County,R_NATURAL_CHG_2022,-4.1
18177,IN,Wayne County,R_NATURAL_CHG_2023,-2.9
18177,IN,Wayne County,R_INTERNATIONAL_MIG_2021,0.7
18177,IN,Wayne County,R_INTERNATIONAL_MIG_2022,1.1
18177,IN,Wayne County,R_INTERNATIONAL_MIG_2023,1.3
18177,IN,Wayne County,R_DOMESTIC_MIG_2021,2.9
18177,IN,Wayne County,R_DOMESTIC_MIG_2022,0.2
18177,IN,Wayne County,R_DOMESTIC_MIG_2023,0.3
18177,IN,Wayne County,R_NET_MIG_2021,3.6
18177,IN,Wayne County,R_NET_MIG_2022,1.3
18177,IN,Wayne County,R_NET_MIG_2023,1.6
18179,IN,Wells County,Rural_Urban_Continuum_Code_2013,2
18179,IN,Wells County,Rural_Urban_Continuum_Code_2023,2
18179,IN,Wells County,Urban_Influence_2013,2
18179,IN,Wells County,Economic_typology_2015,3
18179,IN,Wells County,CENSUS_2020_POP,28180
18179,IN,Wells County,ESTIMATES_BASE_2020,28169
18179,IN,Wells County,POP_ESTIMATE_2020,28155
18179,IN,Wells County,POP_ESTIMATE_2021,28154
18179,IN,Wells County,POP_ESTIMATE_2022,28298
18179,IN,Wells County,POP_ESTIMATE_2023,28555
18179,IN,Wells County,N_POP_CHG_2020,-14
18179,IN,Wells County,N_POP_CHG_2021,-1
18179,IN,Wells County,N_POP_CHG_2022,144
18179,IN,Wells County,N_POP_CHG_2023,257
18179,IN,Wells County,BIRTHS_2020,68
18179,IN,Wells County,BIRTHS_2021,335
18179,IN,Wells County,BIRTHS_2022,317
18179,IN,Wells County,BIRTHS_2023,314
18179,IN,Wells County,DEATHS_2020,76
18179,IN,Wells County,DEATHS_2021,389
18179,IN,Wells County,DEATHS_2022,368
18179,IN,Wells County,DEATHS_2023,347
18179,IN,Wells County,NATURAL_CHG_2020,-8
18179,IN,Wells County,NATURAL_CHG_2021,-54
18179,IN,Wells County,NATURAL_CHG_2022,-51
18179,IN,Wells County,NATURAL_CHG_2023,-33
18179,IN,Wells County,INTERNATIONAL_MIG_2020,0
18179,IN,Wells County,INTERNATIONAL_MIG_2021,8
18179,IN,Wells County,INTERNATIONAL_MIG_2022,23
18179,IN,Wells County,INTERNATIONAL_MIG_2023,24
18179,IN,Wells County,DOMESTIC_MIG_2020,-10
18179,IN,Wells County,DOMESTIC_MIG_2021,29
18179,IN,Wells County,DOMESTIC_MIG_2022,181
18179,IN,Wells County,DOMESTIC_MIG_2023,266
18179,IN,Wells County,NET_MIG_2020,-10
18179,IN,Wells County,NET_MIG_2021,37
18179,IN,Wells County,NET_MIG_2022,204
18179,IN,Wells County,NET_MIG_2023,290
18179,IN,Wells County,RESIDUAL_2020,4
18179,IN,Wells County,RESIDUAL_2021,16
18179,IN,Wells County,RESIDUAL_2022,-9
18179,IN,Wells County,RESIDUAL_2023,0
18179,IN,Wells County,GQ_ESTIMATES_BASE_2020,464
18179,IN,Wells County,GQ_ESTIMATES_2020,464
18179,IN,Wells County,GQ_ESTIMATES_2021,464
18179,IN,Wells County,GQ_ESTIMATES_2022,464
18179,IN,Wells County,GQ_ESTIMATES_2023,464
18179,IN,Wells County,R_BIRTH_2021,11.9
18179,IN,Wells County,R_BIRTH_2022,11.2
18179,IN,Wells County,R_BIRTH_2023,11
18179,IN,Wells County,R_DEATH_2021,13.8
18179,IN,Wells County,R_DEATH_2022,13
18179,IN,Wells County,R_DEATH_2023,12.2
18179,IN,Wells County,R_NATURAL_CHG_2021,-1.9
18179,IN,Wells County,R_NATURAL_CHG_2022,-1.8
18179,IN,Wells County,R_NATURAL_CHG_2023,-1.2
18179,IN,Wells County,R_INTERNATIONAL_MIG_2021,0.3
18179,IN,Wells County,R_INTERNATIONAL_MIG_2022,0.8
18179,IN,Wells County,R_INTERNATIONAL_MIG_2023,0.8
18179,IN,Wells County,R_DOMESTIC_MIG_2021,1
18179,IN,Wells County,R_DOMESTIC_MIG_2022,6.4
18179,IN,Wells County,R_DOMESTIC_MIG_2023,9.4
18179,IN,Wells County,R_NET_MIG_2021,1.3
18179,IN,Wells County,R_NET_MIG_2022,7.2
18179,IN,Wells County,R_NET_MIG_2023,10.2
18181,IN,White County,Rural_Urban_Continuum_Code_2013,6
18181,IN,White County,Rural_Urban_Continuum_Code_2023,6
18181,IN,White County,Urban_Influence_2013,6
18181,IN,White County,Economic_typology_2015,3
18181,IN,White County,CENSUS_2020_POP,24688
18181,IN,White County,ESTIMATES_BASE_2020,24698
18181,IN,White County,POP_ESTIMATE_2020,24673
18181,IN,White County,POP_ESTIMATE_2021,24643
18181,IN,White County,POP_ESTIMATE_2022,24660
18181,IN,White County,POP_ESTIMATE_2023,24917
18181,IN,White County,N_POP_CHG_2020,-25
18181,IN,White County,N_POP_CHG_2021,-30
18181,IN,White County,N_POP_CHG_2022,17
18181,IN,White County,N_POP_CHG_2023,257
18181,IN,White County,BIRTHS_2020,67
18181,IN,White County,BIRTHS_2021,250
18181,IN,White County,BIRTHS_2022,329
18181,IN,White County,BIRTHS_2023,423
18181,IN,White County,DEATHS_2020,87
18181,IN,White County,DEATHS_2021,333
18181,IN,White County,DEATHS_2022,328
18181,IN,White County,DEATHS_2023,311
18181,IN,White County,NATURAL_CHG_2020,-20
18181,IN,White County,NATURAL_CHG_2021,-83
18181,IN,White County,NATURAL_CHG_2022,1
18181,IN,White County,NATURAL_CHG_2023,112
18181,IN,White County,INTERNATIONAL_MIG_2020,0
18181,IN,White County,INTERNATIONAL_MIG_2021,17
18181,IN,White County,INTERNATIONAL_MIG_2022,72
18181,IN,White County,INTERNATIONAL_MIG_2023,85
18181,IN,White County,DOMESTIC_MIG_2020,-7
18181,IN,White County,DOMESTIC_MIG_2021,23
18181,IN,White County,DOMESTIC_MIG_2022,-49
18181,IN,White County,DOMESTIC_MIG_2023,60
18181,IN,White County,NET_MIG_2020,-7
18181,IN,White County,NET_MIG_2021,40
18181,IN,White County,NET_MIG_2022,23
18181,IN,White County,NET_MIG_2023,145
18181,IN,White County,RESIDUAL_2020,2
18181,IN,White County,RESIDUAL_2021,13
18181,IN,White County,RESIDUAL_2022,-7
18181,IN,White County,RESIDUAL_2023,0
18181,IN,White County,GQ_ESTIMATES_BASE_2020,224
18181,IN,White County,GQ_ESTIMATES_2020,224
18181,IN,White County,GQ_ESTIMATES_2021,224
18181,IN,White County,GQ_ESTIMATES_2022,224
18181,IN,White County,GQ_ESTIMATES_2023,224
18181,IN,White County,R_BIRTH_2021,10.1
18181,IN,White County,R_BIRTH_2022,13.3
18181,IN,White County,R_BIRTH_2023,17.1
18181,IN,White County,R_DEATH_2021,13.5
18181,IN,White County,R_DEATH_2022,13.3
18181,IN,White County,R_DEATH_2023,12.5
18181,IN,White County,R_NATURAL_CHG_2021,-3.4
18181,IN,White County,R_NATURAL_CHG_2022,0
18181,IN,White County,R_NATURAL_CHG_2023,4.5
18181,IN,White County,R_INTERNATIONAL_MIG_2021,0.7
18181,IN,White County,R_INTERNATIONAL_MIG_2022,2.9
18181,IN,White County,R_INTERNATIONAL_MIG_2023,3.4
18181,IN,White County,R_DOMESTIC_MIG_2021,0.9
18181,IN,White County,R_DOMESTIC_MIG_2022,-2
18181,IN,White County,R_DOMESTIC_MIG_2023,2.4
18181,IN,White County,R_NET_MIG_2021,1.6
18181,IN,White County,R_NET_MIG_2022,0.9
18181,IN,White County,R_NET_MIG_2023,5.8
18183,IN,Whitley County,Rural_Urban_Continuum_Code_2013,2
18183,IN,Whitley County,Rural_Urban_Continuum_Code_2023,2
18183,IN,Whitley County,Urban_Influence_2013,2
18183,IN,Whitley County,Economic_typology_2015,3
18183,IN,Whitley County,CENSUS_2020_POP,34191
18183,IN,Whitley County,ESTIMATES_BASE_2020,34181
18183,IN,Whitley County,POP_ESTIMATE_2020,34329
18183,IN,Whitley County,POP_ESTIMATE_2021,34470
18183,IN,Whitley County,POP_ESTIMATE_2022,34577
18183,IN,Whitley County,POP_ESTIMATE_2023,34742
18183,IN,Whitley County,N_POP_CHG_2020,148
18183,IN,Whitley County,N_POP_CHG_2021,141
18183,IN,Whitley County,N_POP_CHG_2022,107
18183,IN,Whitley County,N_POP_CHG_2023,165
18183,IN,Whitley County,BIRTHS_2020,92
18183,IN,Whitley County,BIRTHS_2021,353
18183,IN,Whitley County,BIRTHS_2022,370
18183,IN,Whitley County,BIRTHS_2023,377
18183,IN,Whitley County,DEATHS_2020,81
18183,IN,Whitley County,DEATHS_2021,370
18183,IN,Whitley County,DEATHS_2022,391
18183,IN,Whitley County,DEATHS_2023,363
18183,IN,Whitley County,NATURAL_CHG_2020,11
18183,IN,Whitley County,NATURAL_CHG_2021,-17
18183,IN,Whitley County,NATURAL_CHG_2022,-21
18183,IN,Whitley County,NATURAL_CHG_2023,14
18183,IN,Whitley County,INTERNATIONAL_MIG_2020,0
18183,IN,Whitley County,INTERNATIONAL_MIG_2021,5
18183,IN,Whitley County,INTERNATIONAL_MIG_2022,6
18183,IN,Whitley County,INTERNATIONAL_MIG_2023,6
18183,IN,Whitley County,DOMESTIC_MIG_2020,141
18183,IN,Whitley County,DOMESTIC_MIG_2021,130
18183,IN,Whitley County,DOMESTIC_MIG_2022,145
18183,IN,Whitley County,DOMESTIC_MIG_2023,146
18183,IN,Whitley County,NET_MIG_2020,141
18183,IN,Whitley County,NET_MIG_2021,135
18183,IN,Whitley County,NET_MIG_2022,151
18183,IN,Whitley County,NET_MIG_2023,152
18183,IN,Whitley County,RESIDUAL_2020,-4
18183,IN,Whitley County,RESIDUAL_2021,23
18183,IN,Whitley County,RESIDUAL_2022,-23
18183,IN,Whitley County,RESIDUAL_2023,-1
18183,IN,Whitley County,GQ_ESTIMATES_BASE_2020,335
18183,IN,Whitley County,GQ_ESTIMATES_2020,335
18183,IN,Whitley County,GQ_ESTIMATES_2021,335
18183,IN,Whitley County,GQ_ESTIMATES_2022,335
18183,IN,Whitley County,GQ_ESTIMATES_2023,335
18183,IN,Whitley County,R_BIRTH_2021,10.3
18183,IN,Whitley County,R_BIRTH_2022,10.7
18183,IN,Whitley County,R_BIRTH_2023,10.9
18183,IN,Whitley County,R_DEATH_2021,10.8
18183,IN,Whitley County,R_DEATH_2022,11.3
18183,IN,Whitley County,R_DEATH_2023,10.5
18183,IN,Whitley County,R_NATURAL_CHG_2021,-0.5
18183,IN,Whitley County,R_NATURAL_CHG_2022,-0.6
18183,IN,Whitley County,R_NATURAL_CHG_2023,0.4
18183,IN,Whitley County,R_INTERNATIONAL_MIG_2021,0.1
18183,IN,Whitley County,R_INTERNATIONAL_MIG_2022,0.2
18183,IN,Whitley County,R_INTERNATIONAL_MIG_2023,0.2
18183,IN,Whitley County,R_DOMESTIC_MIG_2021,3.8
18183,IN,Whitley County,R_DOMESTIC_MIG_2022,4.2
18183,IN,Whitley County,R_DOMESTIC_MIG_2023,4.2
18183,IN,Whitley County,R_NET_MIG_2021,3.9
18183,IN,Whitley County,R_NET_MIG_2022,4.4
18183,IN,Whitley County,R_NET_MIG_2023,4.4
19000,IA,Iowa,CENSUS_2020_POP,3190369
19000,IA,Iowa,ESTIMATES_BASE_2020,3190427
19000,IA,Iowa,POP_ESTIMATE_2020,3190904
19000,IA,Iowa,POP_ESTIMATE_2021,3197944
19000,IA,Iowa,POP_ESTIMATE_2022,3199693
19000,IA,Iowa,POP_ESTIMATE_2023,3207004
19000,IA,Iowa,N_POP_CHG_2020,477
19000,IA,Iowa,N_POP_CHG_2021,7040
19000,IA,Iowa,N_POP_CHG_2022,1749
19000,IA,Iowa,N_POP_CHG_2023,7311
19000,IA,Iowa,BIRTHS_2020,9104
19000,IA,Iowa,BIRTHS_2021,35887
19000,IA,Iowa,BIRTHS_2022,36848
19000,IA,Iowa,BIRTHS_2023,36898
19000,IA,Iowa,DEATHS_2020,8036
19000,IA,Iowa,DEATHS_2021,35499
19000,IA,Iowa,DEATHS_2022,35708
19000,IA,Iowa,DEATHS_2023,33119
19000,IA,Iowa,NATURAL_CHG_2020,1068
19000,IA,Iowa,NATURAL_CHG_2021,388
19000,IA,Iowa,NATURAL_CHG_2022,1140
19000,IA,Iowa,NATURAL_CHG_2023,3779
19000,IA,Iowa,INTERNATIONAL_MIG_2020,199
19000,IA,Iowa,INTERNATIONAL_MIG_2021,3701
19000,IA,Iowa,INTERNATIONAL_MIG_2022,9355
19000,IA,Iowa,INTERNATIONAL_MIG_2023,7112
19000,IA,Iowa,DOMESTIC_MIG_2020,-1270
19000,IA,Iowa,DOMESTIC_MIG_2021,1805
19000,IA,Iowa,DOMESTIC_MIG_2022,-7990
19000,IA,Iowa,DOMESTIC_MIG_2023,-3603
19000,IA,Iowa,NET_MIG_2020,-1071
19000,IA,Iowa,NET_MIG_2021,5506
19000,IA,Iowa,NET_MIG_2022,1365
19000,IA,Iowa,NET_MIG_2023,3509
19000,IA,Iowa,RESIDUAL_2020,480
19000,IA,Iowa,RESIDUAL_2021,1146
19000,IA,Iowa,RESIDUAL_2022,-756
19000,IA,Iowa,RESIDUAL_2023,23
19000,IA,Iowa,GQ_ESTIMATES_BASE_2020,98596
19000,IA,Iowa,GQ_ESTIMATES_2020,98575
19000,IA,Iowa,GQ_ESTIMATES_2021,98529
19000,IA,Iowa,GQ_ESTIMATES_2022,98261
19000,IA,Iowa,GQ_ESTIMATES_2023,97595
19000,IA,Iowa,R_BIRTH_2021,11.2
19000,IA,Iowa,R_BIRTH_2022,11.5
19000,IA,Iowa,R_BIRTH_2023,11.5
19000,IA,Iowa,R_DEATH_2021,11.1
19000,IA,Iowa,R_DEATH_2022,11.2
19000,IA,Iowa,R_DEATH_2023,10.3
19000,IA,Iowa,R_NATURAL_CHG_2021,0.1
19000,IA,Iowa,R_NATURAL_CHG_2022,0.4
19000,IA,Iowa,R_NATURAL_CHG_2023,1.2
19000,IA,Iowa,R_INTERNATIONAL_MIG_2021,1.2
19000,IA,Iowa,R_INTERNATIONAL_MIG_2022,2.9
19000,IA,Iowa,R_INTERNATIONAL_MIG_2023,2.2
19000,IA,Iowa,R_DOMESTIC_MIG_2021,0.6
19000,IA,Iowa,R_DOMESTIC_MIG_2022,-2.5
19000,IA,Iowa,R_DOMESTIC_MIG_2023,-1.1
19000,IA,Iowa,R_NET_MIG_2021,1.7
19000,IA,Iowa,R_NET_MIG_2022,0.4
19000,IA,Iowa,R_NET_MIG_2023,1.1
19001,IA,Adair County,Rural_Urban_Continuum_Code_2013,8
19001,IA,Adair County,Rural_Urban_Continuum_Code_2023,8
19001,IA,Adair County,Urban_Influence_2013,7
19001,IA,Adair County,Economic_typology_2015,0
19001,IA,Adair County,CENSUS_2020_POP,7496
19001,IA,Adair County,ESTIMATES_BASE_2020,7497
19001,IA,Adair County,POP_ESTIMATE_2020,7493
19001,IA,Adair County,POP_ESTIMATE_2021,7524
19001,IA,Adair County,POP_ESTIMATE_2022,7457
19001,IA,Adair County,POP_ESTIMATE_2023,7389
19001,IA,Adair County,N_POP_CHG_2020,-4
19001,IA,Adair County,N_POP_CHG_2021,31
19001,IA,Adair County,N_POP_CHG_2022,-67
19001,IA,Adair County,N_POP_CHG_2023,-68
19001,IA,Adair County,BIRTHS_2020,23
19001,IA,Adair County,BIRTHS_2021,84
19001,IA,Adair County,BIRTHS_2022,84
19001,IA,Adair County,BIRTHS_2023,85
19001,IA,Adair County,DEATHS_2020,17
19001,IA,Adair County,DEATHS_2021,127
19001,IA,Adair County,DEATHS_2022,134
19001,IA,Adair County,DEATHS_2023,120
19001,IA,Adair County,NATURAL_CHG_2020,6
19001,IA,Adair County,NATURAL_CHG_2021,-43
19001,IA,Adair County,NATURAL_CHG_2022,-50
19001,IA,Adair County,NATURAL_CHG_2023,-35
19001,IA,Adair County,INTERNATIONAL_MIG_2020,0
19001,IA,Adair County,INTERNATIONAL_MIG_2021,4
19001,IA,Adair County,INTERNATIONAL_MIG_2022,6
19001,IA,Adair County,INTERNATIONAL_MIG_2023,4
19001,IA,Adair County,DOMESTIC_MIG_2020,-10
19001,IA,Adair County,DOMESTIC_MIG_2021,71
19001,IA,Adair County,DOMESTIC_MIG_2022,-18
19001,IA,Adair County,DOMESTIC_MIG_2023,-37
19001,IA,Adair County,NET_MIG_2020,-10
19001,IA,Adair County,NET_MIG_2021,75
19001,IA,Adair County,NET_MIG_2022,-12
19001,IA,Adair County,NET_MIG_2023,-33
19001,IA,Adair County,RESIDUAL_2020,0
19001,IA,Adair County,RESIDUAL_2021,-1
19001,IA,Adair County,RESIDUAL_2022,-5
19001,IA,Adair County,RESIDUAL_2023,0
19001,IA,Adair County,GQ_ESTIMATES_BASE_2020,157
19001,IA,Adair County,GQ_ESTIMATES_2020,157
19001,IA,Adair County,GQ_ESTIMATES_2021,157
19001,IA,Adair County,GQ_ESTIMATES_2022,158
19001,IA,Adair County,GQ_ESTIMATES_2023,162
19001,IA,Adair County,R_BIRTH_2021,11.2
19001,IA,Adair County,R_BIRTH_2022,11.2
19001,IA,Adair County,R_BIRTH_2023,11.5
19001,IA,Adair County,R_DEATH_2021,16.9
19001,IA,Adair County,R_DEATH_2022,17.9
19001,IA,Adair County,R_DEATH_2023,16.2
19001,IA,Adair County,R_NATURAL_CHG_2021,-5.7
19001,IA,Adair County,R_NATURAL_CHG_2022,-6.7
19001,IA,Adair County,R_NATURAL_CHG_2023,-4.7
19001,IA,Adair County,R_INTERNATIONAL_MIG_2021,0.5
19001,IA,Adair County,R_INTERNATIONAL_MIG_2022,0.8
19001,IA,Adair County,R_INTERNATIONAL_MIG_2023,0.5
19001,IA,Adair County,R_DOMESTIC_MIG_2021,9.5
19001,IA,Adair County,R_DOMESTIC_MIG_2022,-2.4
19001,IA,Adair County,R_DOMESTIC_MIG_2023,-5
19001,IA,Adair County,R_NET_MIG_2021,10
19001,IA,Adair County,R_NET_MIG_2022,-1.6
19001,IA,Adair County,R_NET_MIG_2023,-4.4
19003,IA,Adams County,Rural_Urban_Continuum_Code_2013,9
19003,IA,Adams County,Rural_Urban_Continuum_Code_2023,9
19003,IA,Adams County,Urban_Influence_2013,12
19003,IA,Adams County,Economic_typology_2015,3
19003,IA,Adams County,CENSUS_2020_POP,3704
19003,IA,Adams County,ESTIMATES_BASE_2020,3707
19003,IA,Adams County,POP_ESTIMATE_2020,3709
19003,IA,Adams County,POP_ESTIMATE_2021,3638
19003,IA,Adams County,POP_ESTIMATE_2022,3601
19003,IA,Adams County,POP_ESTIMATE_2023,3544
19003,IA,Adams County,N_POP_CHG_2020,2
19003,IA,Adams County,N_POP_CHG_2021,-71
19003,IA,Adams County,N_POP_CHG_2022,-37
19003,IA,Adams County,N_POP_CHG_2023,-57
19003,IA,Adams County,BIRTHS_2020,13
19003,IA,Adams County,BIRTHS_2021,43
19003,IA,Adams County,BIRTHS_2022,41
19003,IA,Adams County,BIRTHS_2023,39
